35955,BIO324 - -BI - -A,GENERAL PHYSIOLOGY,"Mesa Cruz, Jose",Open,36/36,TH (08:00am-09:20am) H 213,3
35956,BIO324 -L-BI - -A,GENERAL PHYSIOLOGY LABORATORY,"Mesa Cruz, Jose",Open,24/24,M (12:30pm-03:20pm) L 249,
36529,BIO342 - -BI - -A,PRIMATES (AN 342),"Newell, Elizabeth",Open,24/24,WF (09:30am-10:50am) N 230,4
35975,BIO362 - -BI - -A,ECOTOXICOLOGY,"Murray, Thomas",Open,20/20,MWF (09:30am-10:20am) L 151,4
,BIO362 - -BI - -A,LAB - ECOTOXICOLOGY,,,,M (12:30pm-03:20pm) L 151,
35957,BIO412 - -BI - -A,SEMINAR IN BIOLOGY,"Bowne, David",Open,24/24,F (12:30pm-01:20pm) L 153,1
35958,BIO412 - -BI - -B,SEMINAR IN BIOLOGY,"Yorty, Jodi",Open,24/24,F (12:30pm-01:20pm) L 250,1
35959,BIO412 - -BI - -C,SEMINAR IN BIOLOGY,"Murray, Thomas",Open,24/24,F (12:30pm-01:20pm) L 151,1
35960,BIO474 - -BI - -A,INTERNSHIP IN BIOLOGICAL SCIENCES,"Cavender, Jane",Open,5-May,By Arrangement,0
35961,BIO492 - -BI - -A,RESEARCH IN BIOLOGY,"Yorty, Jodi",Open,5-May,By Arrangement,0
35962,BIO492 - -BI - -B,RESEARCH IN BIOLOGY,"Wohl, Debra",Open,5-May,By Arrangement,0
35963,BIO492 - -BI - -C,RESEARCH IN BIOLOGY,"Cavender, Jane",Open,5-May,By Arrangement,0
35964,BIO492 - -BI - -D,RESEARCH IN BIOLOGY,"Bridge, Diane",Open,5-May,By Arrangement,0
35965,BIO492 - -BI - -E,RESEARCH IN BIOLOGY,"Bowne, David",Open,5-May,By Arrangement,0
35966,BIO492 - -BI - -F,RESEARCH IN BIOLOGY,"Goldina, Anya",Open,5-May,By Arrangement,0
36584,BIO492 - -BI - -G,RESEARCH IN BIOLOGY,"Mesa Cruz, Jose",Open,5-May,By Arrangement,0
35967,BIO531 - -BI - -A,FUNDAMENTALS IN MOLECULAR MEDICINE II,"Yorty, Jodi",Open,6-Jun,,2
35968,BIO533 - -BI - -A,FUNDAMENTALS OF MOLECULAR MEDICINE V - RESEARCH DISCUSSION AND PROBLEM,"Yorty, Jodi",Open,6-Jun,,1
35969,BIO541 - -BI - -A,BACTERIA AND BACTERIAL INFECTIONS,"Yorty, Jodi",Open,6-Jun,,2
35970,BIO542 - -BI - -A,"MYCOLOGY, FUNGAL INFECTIONS AND ANTIBIOTICS","Yorty, Jodi",Open,6-Jun,,2
35971,BIO543 - -BI - -A,PARASITES AND PARASITIC INFECTIONS,"Yorty, Jodi",Open,6-Jun,,2
36387,CH 101 - -6NPS-C-A,NPS GENERAL CHEMISTRY: PRACTICAL PRINCIPLES,"Staff, No",Cancelled,24/24,,4
36388,CH 101 -L-6NPS-C-A,NPS GENERAL CHEMISTRY LABORATORY,"Staff, No",Cancelled,24/24,,
36359,CH 105 - -6NPS-C-A,NPS FUNDAMENTALS OF CHEMISTRY: INTRODUCTION TO MOLECULAR SCIENCE,"Toote, Lauren",Open,24/24,MWF (09:30am-10:30am) MU 232,4
36360,CH 105 -L-6NPS-C-A,NPS FUNDAMENTALS OF CHEMISTRY LAB MOLECULAR SCIENCE,"Toote, Lauren",Open,24/24,T (12:30pm-03:20pm) MU 108,
36361,CH 109 - -6NPS-C-A,NPS INTRODUCTION TO FORENSIC SCIENCE,"Papez, Richard",Open,35/35,MWF (12:30pm-01:45pm) TH 105,4
36362,CH 110 - -6NPS- -A,NPS FORENSIC SCIENCE LABORATORY,"Papez, Richard",Open,16/16,TH (06:00pm-08:00pm) MU 201,2
36363,CH 113 - -CH - -A,ORGANIC CHEMISTRY I,"MacKay, James",Open,30/30,MWF (08:00am-09:00am) TH 105,4
36365,CH 113 - -CH - -B,ORGANIC CHEMISTRY I,"MacKay, James",Open,30/30,MWF (09:30am-10:30am) TH 105,4
36366,CH 113 -L-CH - -A,ORGANIC CHEMISTRY I LABORATORY,"MacKay, James",Open,12-Dec,T (08:00am-10:50am) MU 105,
36368,CH 113 -L-CH - -B,ORGANIC CHEMISTRY I LABORATORY,"Hagan, Thomas",Open,12-Dec,H (08:00am-10:50am) MU 105,
36369,CH 113 -L-CH - -C,ORGANIC CHEMISTRY I LABORATORY,"Papez, Richard",Open,12-Dec,H (12:30pm-03:20pm) MU 105,
36370,CH 113 -L-CH - -D,ORGANIC CHEMISTRY I LABORATORY,"Yeagley, David",Open,12-Dec,T (12:30pm-03:20pm) MU 105,
36371,CH 113 -L-CH - -E,ORGANIC CHEMISTRY I LABORATORY,"Hagan, Thomas",Open,12-Dec,M (12:30pm-03:20pm) MU 105,
36372,CH 214 - -CH - -A,CHEMICAL INSTRUMENTATION,"Toote, Lauren",Open,24/24,TH (09:30am-10:45am) MU 232,4
36373,CH 214 -L-CH - -A,CHEMICAL INSTRUMENTATION LABORATORY,"Toote, Lauren",Open,12-Dec,H (12:30pm-04:20pm) MU 106,
36374,CH 242 - -CH - -A,PHYSICAL INORGANIC CHEMISTRY,"Rood, Jeffrey",Open,24/24,MWF (09:30am-10:20am) L 152,4
36375,CH 242L-L-CH - -A,PHYSICAL INORGANIC CHEMISTRY LAB,"Rood, Jeffrey",Open,12-Dec,M (12:30pm-03:20pm) MU 108,
36376,CH 242L-L-CH - -B,PHYSICAL INORGANIC CHEMISTRY LAB,"Rood, Jeffrey",Open,12-Dec,W (12:30pm-03:20pm) MU 108,
36377,CH 292 - -CH - -A,INDEPENDENT RESEARCH IN CHEMISTRY,"Papez, Richard",Open,5-May,By Arrangement,1
36378,CH 292 - -CH - -B,INDEPENDENT RESEARCH IN CHEMISTRY,"Rood, Jeffrey",Open,5-May,By Arrangement,1
36379,CH 292 - -CH - -C,INDEPENDENT RESEARCH IN CHEMISTRY,"Hagan, Thomas",Open,5-May,By Arrangement,1
36389,CH 324 - -CH - -A,BIOCHEMISTRY II,"Hagan, Thomas",Open,12-Dec,TH (12:30pm-01:50pm) MU 232,3
36380,CH 362 - -CH - -A,CHEMISTRY SEMINAR II,"Hoffman, Gary",Open,12-Dec,F (11:00am-12:15pm) MU 232,1
36635,CH 402 - -CH - -A,ADVANCED INORGANIC CHEMISTRY,"Rood, Jeffrey",Open,12-Dec,MWF (08:00am-08:50am) L 153,3
36381,CH 456 - -CH - -A,INTEGRATED CHEMISTRY LABORATORY II,"Hagan, Thomas",Open,12-Dec,W (12:30pm-03:20pm) MU 215,1
36382,CH 462 - -CH - -A,CHEMISTRY SEMINAR IV,"Hoffman, Gary",Open,12-Dec,F (11:00am-12:15pm) MU 232,1
36383,CH 492 - -CH - -A,RESEARCH IN CHEMISTRY,"Rood, Jeffrey",Open,5-May,By Arrangement,2
36384,CH 492 - -CH - -B,RESEARCH IN CHEMISTRY,"Toote, Lauren",Open,5-May,By Arrangement,2
36385,CH 492 - -CH - -C,RESEARCH IN CHEMISTRY,"Hagan, Thomas",Open,5-May,By Arrangement,2
36101,COM120 - -CM - -A,INTRO TO COMMUNICATION,"Poniatowski, Kelly",Open,35/35,MW (09:30am-10:50am) ST 114,4
36102,COM130 - -CM - -A,VISUAL COMMUNICATIONS,"Hughes, Katherine",Open,18/18,TH (11:00am-12:20pm) ST 210,4
36103,COM130 - -CM - -B,VISUAL COMMUNICATIONS,"Hughes, Katherine",Open,18/18,TH (02:00pm-03:20pm) ST 210,4
36106,COM145 - -3CE -C-A,CE DIGITAL PHOTOGRAPHY (ART 145),"Helb, Colin",Open,16/16,MW (12:30pm-01:50pm) ST 211,4
,COM145 - -3CE -C-A,LAB - CE DIGITAL PHOTOGRAPHY (ART 145),,,,MW (12:30pm-01:50pm) ST 210,
36678,COM170 - -CM - -A,FACE-TO-FACE COMMUNICATION IN A DIGITAL WORLD,"Gillis, Tamara",Open,20/20,W (12:30pm-01:50pm) ST 101,2
36581,COM210 - -CM - -A,PRESENTATION SKILLS,"Johnson, Kirsten",Open,18/18,TH (09:30am-10:50am) ST 211,4
36108,COM211 - -CM - -A,MULTIMEDIA JOURNALISM,"Poniatowski, Kelly",Open,18/18,TH (12:30pm-01:50pm) N 203,4
36109,COM220 - -CM - -A,AUDIO PRODUCTION,"Helb, Colin",Open,16/16,MW (09:30am-10:50am) ST 204,4
36110,COM248 - -CM - -A,COMMUNICATION LAW AND ETHICS,"Telleen, Matthew",Open,20/20,MW (09:30am-10:50am) ST 101,4
36121,COM261 - -CM - -A,FILM STUDIES,"Helb, Colin",Open,24/24,MW (02:00pm-03:20pm) ST 204,4
36122,COM314 - -CM - -A,MAGAZINE PRODUCTION,"Gillis, Tamara",Open,18/18,TH (11:00am-12:20pm) ST 204,4
36112,COM330 - -CM - -A,COMMUNICATION RESEARCH METHODS,"Telleen, Matthew",Open,16/16,MW (12:30pm-01:50pm) ST 204,4
36123,COM333 - -CM - -A,ORGANIZATIONAL COMMUNICATION,"Gillis, Tamara",Open,18/18,TH (09:30am-10:50am) ST 204,4
36114,COM358 - -CM - -A,MARKETING COMMUNICATIONS,"Telleen, Matthew",Open,18/18,T (05:30pm-08:30pm) ST 204,4
36120,COM370 - -CM - -A,"MEDIA, SPORTS, AND SOCIETY","Poniatowski, Kelly",Open,35/35,MW (11:00am-12:20pm) ST 114,4
36124,COM371 - -CM - -A,PHOTOJOURNALISM,"Hughes, Katherine",Open,16/16,MW (02:00pm-03:20pm) ST 210,4
36115,COM410 - -CM - -A,ADVANCED PRODUCTION,"Johnson, Kirsten",Open,16/16,MW (09:30am-10:50am) ST 210,4
36117,COM471 - -CM - -A,PRACTICUM,"Gillis, Tamara",Open,12-Dec,By Arrangement,1
36118,COM485 - -CM - -A,COMMUNICATIONS CAPSTONE,"Johnson, Kirsten",Open,12-Dec,TH (12:30pm-01:50pm) ST 204,4
36125,COM485 - -CM - -B,COMMUNICATIONS CAPSTONE,"Gillis, Tamara",Open,12-Dec,TH (12:30pm-01:50pm) ST 211,4
36119,COM499 - -CM - -A,HONORS IN THE DISCIPLINE II,"Johnson, Kirsten",Open,5-May,By Arrangement,2
36290,CS 113 - -6NPS-C-A,NPS THE POWER AND BEAUTY OF COMPUTING,"Gu, Ting",Open,22/22,TH (12:30pm-02:00pm) E 281,4
36273,CS 121 - -CS - -A,COMPUTER SCIENCE I,"Gu, Ting",Open,22/22,TH (09:30am-11:10am) E 281,4
36274,CS 121 - -CS - -B,COMPUTER SCIENCE I,"Li, Peilong",Open,22/22,MWF (09:30am-10:50am) N 208,4
36275,CS 122 - -CS - -A,COMPUTER SCIENCE II,"Leap, Thomas",Open,22/22,MWF (12:30pm-01:50pm) N 208,4
36276,CS 222 - -CS - -A,SYSTEMS PROGRAMMING (EGR 222),"Li, Peilong",Open,22/22,MWF (12:30pm-01:50pm) E 281,4
36278,CS 230 - -CS - -A,MICROCOMPUTER ARCHITECTURE (EGR 230),"Wunderlich, Joseph",Open,14/14,MWF (02:00pm-03:20pm) E 273,4
36279,CS 322 - -CS - -A,ALGORITHMS,"Gu, Ting",Open,22/22,TH (02:00pm-03:30pm) E 273,4
36287,CS 333 - -CS - -A,DIGITAL CIRCUITS AND COMPUTER INTERFACING (EGR 333),"Wunderlich, Joseph",Open,16/16,MF (03:30pm-05:50pm) E 273,4
36280,CS 341 - -CS - -A,SOFTWARE ENGINEERING,"Staff,",Open,22/22,TH (02:30pm-04:10pm) E 281,4
36281,CS 342 - -CS - -A,COMPUTER NETWORKING,"Leap, Thomas",Open,20/20,MWF (09:30am-10:50am) E 281,4
36282,CS 422 - -CS - -A,OPERATING SYSTEMS (EGR 422),"Leap, Thomas",Open,22/22,MWF (02:00pm-03:20pm) E 281,4
36284,CS 471 - -CS - -A,INTERNSHIP IN COMPUTING,"Leap, Thomas",Open,6-Jun,By Arrangement,4
36285,CS 490 - -CS - -A,PROJECTS IN COMPUTING,"Staff,",Open,12-Dec,By Arrangement,4
36291,CS 490 - -CS - -B,PROJECTS IN COMPUTING,"Staff,",Open,12-Dec,By Arrangement,4
36286,CS 495 - -CS - -A,HONORS PROJECTS IN COMPUTING,"Staff,",Open,5-May,By Arrangement,4
36480,CSC290 - -CSC - -A,INTRODUCTION TO COGNITIVE SCIENCE (PH 290),"Staff, No",Cancelled,35/35,,4
36648,CSC462 - -CSC - -A,COGNITIVE SCIENCE CAPSTONE,"Silberstein, Michael",Open,20/20,TH (12:30pm-01:45pm) E 187,4
36564,CW 386 - -CW - -A,"WORD, WEB, AND DESIGN","Moore, Tara",Open,16/16,W (05:00pm-08:00pm) N 203,4
35977,DA 101 - -3CE -C-A,CE INTRODUCTION TO MODERN DANCE,"Pontz, Kristin",Open,20/20,TH (10:00am-10:50am) BSC STD,2
35978,DA 103 - -3CE -C-A,CE INTRODUCTION TO JAZZ DANCE,"Pontz, Kristin",Open,20/20,TH (12:30pm-01:20pm) BSC STD,2
35979,DA 202 - -3CE -C-A,CE BALLET II,"Pontz, Kristin",Open,20/20,TH (09:00am-09:50am) BSC STD,2
36443,DAT200 - -DAT - -A,DATA ANALYTICS I,"Reddig, Nancy",Open,35/35,M (06:30pm-07:50pm) N 202,2
35903,DAT315 - -DAT - -A,MACHINE LEARNING,"McDevitt, Timothy",Open,35/35,TH (02:00pm-03:00pm) N 127,2
36444,DAT400 - -DAT - -A,DATA ANALYTICS CAPSTONE,"Krichevskiy, Dmitriy",Open,35/35,MWF (08:00am-09:20am) H 213,4
36289,DS 200 - -CS - -A,INTRODUCTION TO DATA SCIENCE,"Li, Peilong",Open,22/22,MWF (03:30pm-04:50pm) E 281,4
